zhetvariat_01_yovkov_0016|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0016.wav|нов човек в компанията беше лазър чомакът из полинският ръст козените на колените си и обърнатият кожух предаваха нещо диво и звероподобно на той овчар
zhetvariat_01_yovkov_0017|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0017.wav|ризата му беше разкопчана отпред и рунтевите му гради не искаха и да знаят за студа
zhetvariat_01_yovkov_0019|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0019.wav|както се виждаше той беше не само гостенин но и всичко плащаше защото на масата го обкръжаваха с най голямо внимание и всякак гледаха да му огодят
zhetvariat_01_yovkov_0020|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0020.wav|тачката ниско и сухо човече подвижно и пъргаво като акробат правеше най разнообразни фокуси мърдаше ушите си мърдаше мускулите на челото си тъй че малкото му като гаванга кълпаче подскачеше или пък започваше да удряз две шепи по коляното си и се чуваше също такъв звън като кога някой раздрънквайки си я спари
zhetvariat_01_yovkov_0021|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0021.wav|пари ли искаш говореше тачката ей ги имам ги
zhetvariat_01_yovkov_0022|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0022.wav|и удръши по коленото си
zhetvariat_01_yovkov_0023|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0023.wav|веднага след той той позакриваше устата си с ръка изхривяваше шията си и започваше да вие също като вълк
zhetvariat_01_yovkov_0024|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0024.wav|отблизо запознат с тая музика чомакът друсаше из полинските си гради и от все сърце се смееше
zhetvariat_01_yovkov_0025|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0025.wav|и ковачът не стояше мирен но у него нямаше лукавства и задни мисли той обичаше да пие обичаше всеки го който сядаше на една маса с него сега прегръщаше тачката прегръщаше чумака монката който му се попаднаше
zhetvariat_01_yovkov_0026|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0026.wav|и когато не намираше вече кого оставаше си тъй с разкрите обятия готов всякъж да пригърне целият свят
zhetvariat_01_yovkov_0027|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0027.wav|и лицето му и ръцете му бяха черни като на арапин от кюмюря зато и всички се пазеха от него и не съвсем любезно отблъскваха миловките му но кувачът не се сърдеше и то с час прощаваше всичко
zhetvariat_01_yovkov_0028|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0028.wav|по едно време той се измъкна от мястото си излезе сред кръчмата закрепи се кое как на краката си и с голямо въодушевление повече с жестове и мимика отколкото с глас той беше прегракнал вече от пиене запя
zhetvariat_01_yovkov_0029|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0029.wav|ние сме брати пионери от росчука приишли железница построили от янбола до бургас
zhetvariat_01_yovkov_0030|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0030.wav|и децата в люляково знаеха тая песен на йордана и нейният чудноват език ни руски ни български нещо повече от първия куплет той не прибавеше защото може би и не знаеше но него той си го повтаряше без край без да му омразне
zhetvariat_01_yovkov_0031|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0031.wav|тя беше улюбимата му песен и в нея бяха най хубавите му спомени защото като млад той беше служил в една пионерна дружина и нестина беше взял участие в постройката на тъй онашки възпяната линия
zhetvariat_01_yovkov_0032|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0032.wav|чумакът хареса песнята на ковача бог знае дали той разбра нещо пък и нямаше какво да разбира но тъй пламенни бяха ръкомаханията на ковача такъв огън имаше в очите му два въглина на черното му лице че коравата душа на овчаря се раздвижи и трепна той стовари у мрука си на масата и се провик на стой оглошителен вик с който събираше кучетата си в къра
zhetvariat_01_yovkov_0033|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0033.wav|не удържимо веселия плам нав очите му
zhetvariat_01_yovkov_0034|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0034.wav|после възгордян че поне сега неговите желания се слушат и изпълняват той пърна тачката през устата накара го да млъкне и да престане да вие като вълк и задърпа монката
zhetvariat_01_yovkov_0035|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0035.wav|монка ставай зарева той ставай трънкалоята искам хайде трънкалоята
zhetvariat_01_yovkov_0037|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0037.wav|груздан при късна разговара си с учителя и се обърна
zhetvariat_01_yovkov_0038|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0038.wav|погледът само който той хвърли върху компанията накара всички да замлъкнат
zhetvariat_01_yovkov_0039|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0039.wav|те се спотеиха някак виновно гледаха го и чакаха да видят какво ще каже
zhetvariat_01_yovkov_0040|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0040.wav|мирно извика груздан чумак какво си полудял да играе транка лоя те искам пък какво ставай демонка потрай сопна му се още по твърдо груздан ще играе мировай сега чули
zhetvariat_01_yovkov_0041|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0041.wav|шумака то ще дърпаше монката но пред строгия поглед на груздана тежките му лапи се отпуснаха той поклати глава и се усмихна
zhetvariat_01_yovkov_0042|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0042.wav|гроздан се обърна и продължи отново разговора си той беше тридесет тридесет и пет годишен възстанък и висок с приятно моргаво лице с черни мустачки и живи очи които гледаха умно уверено дръско дори
zhetvariat_01_yovkov_0043|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0043.wav|облечен беше по бедно но всичко у него изглеждаше напето и хубаво и черният му кълпак изшилен навърха и килнат малко назад за да се вижда перчемът му и късата аба и широките черни потури разкопчани долу с разпуснати на две страни пъчи
zhetvariat_01_yovkov_0044|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0044.wav|на едното мухо имаше малка сребърна обица
zhetvariat_01_yovkov_0045|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0045.wav|нещо кораво и властно имаше в цялата му фигура явно беше че от той от човек голямата физическа сила е съединена и с голяма смелост че пътят от думите до делата за него е много къс все пак личеше от него една разумна и спокойна воля която умееше да го въздържа и обоздава
zhetvariat_01_yovkov_0047|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0047.wav|той помълча и някак по спокойно додаде да скъля ти разбираш от те сработи кажи ми какво ще бъде той дружество ще има ли барем някаква полза от него
zhetvariat_01_yovkov_0048|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0048.wav|радулов не отговори веднага се позамисли тънка румянина премина по бледното му лице и пак тъй бързо се изгуби
zhetvariat_01_yovkov_0050|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0050.wav|ще свлекат и ризата от гърба му не но той ще трябва да заложи душата си и да им стане роб най после нека кажем че ще му дадат какво ще направи той с един заем от няколко стотин лева за кое попреди
zhetvariat_01_yovkov_0051|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0051.wav|не с това не се помага
zhetvariat_01_yovkov_0052|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0052.wav|аз тъй си и мислих да скали
zhetvariat_01_yovkov_0054|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0054.wav|виждаш ли ги казар адулов и посочи наоколо си
zhetvariat_01_yovkov_0055|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0055.wav|те са озрели вече за него истина истина ти казвам тяхно ще бъде царството божие на земята
zhetvariat_01_yovkov_0056|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0056.wav|и двамата се засмяха
zhetvariat_01_yovkov_0057|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0057.wav|след това пак запреказваха но все по низко говореше най вече гроздан от време на време споменаваше името на вълчана и тук аз гласът му трепваше изпълнен сият и омраза
zhetvariat_01_yovkov_0058|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0058.wav|гроздани вълчан не бяха добре между тях отдавна се набираше и се готвеше да избухне една от ония люти и неизкореними връжди в салата които опълчват едини срещу други цели родове предават се от бащи на деца разпалват се и се ужесточават все повече тровят кръвта на цели поколения
zhetvariat_01_yovkov_0059|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0059.wav|да разкаже дългата история на тая от колешна война гроздан нито можеше нито имаше време все пак той успя да каже много нещо на учителя и като всеки човек който мисли че е искрен в изповедта си и силен в правото си той най после се успокои и развесели
zhetvariat_01_yovkov_0060|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0060.wav|се такива разговори повече или по малко разпалени и страстни бяха залисали по това време всички в кръчката
zhetvariat_01_yovkov_0062|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0062.wav|сгайда подмишница ганьо послушно застана пред гроздана свери викна му той транкалоята монка ставай
zhetvariat_01_yovkov_0063|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0063.wav|крайна глава едно
zhetvariat_01_yovkov_0064|Euthymius/reaper_0806_librivox/wavs/zhetvariat_01_yovkov_0064.wav|този запис е обществено достоянний
zhetvariat_02_yovkov_0001|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0001.wav|житварят повест от юрданьовков глава втора
zhetvariat_02_yovkov_0002|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0002.wav|с един два дъха из полинските гради на ганя надуха меха и гайдата писна монгата излезе сред кръчмата раздърпаха столове и маси за да му открият мегдан но той не заигра веднага правеше само бавни кръгове подемаше такта подстягаше пояса си наместеше по добре кълпака си готвеше се
zhetvariat_02_yovkov_0003|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0003.wav|разговорите в кръчмата затихнаха чашите се сложиха на масите недопити развеселени и жадни погледи се устримиха от всякъде знаяха добре всички как монката играе но той все още не започваше истинската правеше същите тия лениви кръгове уморителни и досадни вече
zhetvariat_02_yovkov_0004|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0004.wav|изведнъж то е трепна като че подхвърлен от пружина провигна се високо и късо опна ръце и заситни
zhetvariat_02_yovkov_0006|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0006.wav|никой не можеше равнодушно да гледа тая игра мелодията беше еднообразна но бърза игрива весела лицата се проясняваха очите загоряваха пред неодържимата съблаза на лудешкия ритъм заиграе най малката фибра от якурави и силни хора провикваха се удриха по масите пляскаха с ръце някой скоче навън и револверни гармежи проечаха един след друг в нощта
zhetvariat_02_yovkov_0008|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0008.wav|изглеждаше че те почнаха да се надиграват никой не искаше да покаже умората си и да се признае за победен гайдата редеше ситно ситно играта ставаше буйна неодържима лудешки и весела
zhetvariat_02_yovkov_0009|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0009.wav|възторгът и опиенението у зрителите надмина всяка граница не се провикваха вече а просто ревяха и виеха като луди грабеха чаши от масата грабеха цели шишета още пълни с вино запращаха ги далеч пред себе си и ги разбиваха на хиляди парчета
zhetvariat_02_yovkov_0010|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0010.wav|най после гроздан изведнъж спря отпусна ръце и като дишаше тежко и спотени за червен тръгна към мястото си спря и монката гайдата изпусна още няколко пискливи звука и замлъкна
zhetvariat_02_yovkov_0011|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0011.wav|уморътът не беше само у играчите те беше обща
zhetvariat_02_yovkov_0012|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0012.wav|всички седнаха на местата си и настъпи тишина
zhetvariat_02_yovkov_0013|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0013.wav|изведнъж тихо засвири кавал свиреше дамян млад един овчар той беше подхванал стара юнашка песен
zhetvariat_02_yovkov_0014|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0014.wav|няма друг инструмент тъй много пригоден за тая тъжна и разлята мелодия меко и сипкаво се строеха задушевните звуци и в тях всякаш нареждаше и редаеше жива човешка душа
zhetvariat_02_yovkov_0015|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0015.wav|малко добре ни малко светли минути бяха видели през живота си тия хора забравили от коле бащи на стряха петим ни за добра дума за милувка и за обич
zhetvariat_02_yovkov_0016|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0016.wav|те слушаха тая скръбна и нежна музика ледът на душите им се разтапеше събуждаха се неясни купнежи в тях възкръсваха от колешни спомени
zhetvariat_02_yovkov_0017|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0017.wav|всеки почувства че го наляга черна и непонятна мъка и бързаше да я удави с повече вино чашите се изпиваха на един дъх и до капка
zhetvariat_02_yovkov_0018|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0018.wav|имаше и сега провиквания но те бяха редки и глухи секваха изведнъж и веднага след това лицата ставаха пак замислени и очите гледаха в земята навъсено и мрачно
zhetvariat_02_yovkov_0019|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0019.wav|чомакът гледаше в дъното на чашата си като че гадаеше пъшкаше и свирепо потегляше хайдушките си мустаци
zhetvariat_02_yovkov_0020|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0020.wav|чуш на общото вълнение като всеки разсеен или комислен човек остана само и родан ковачът той се щураше на сам нататък говореше високо накани се дори и да запее любимата си песен но една силна ръка го хвана за шията като с железни клещи и го накара да седне на мястото си
zhetvariat_02_yovkov_0021|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0021.wav|сядай тук диван е такова викаше му полугласно чомакът и го натискаше на стола ще те убия слушай свири челякът
zhetvariat_02_yovkov_0022|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0022.wav|очите му горяха от гняв но в тях имаше сълзи
zhetvariat_02_yovkov_0023|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0023.wav|малко по малко разговорите почнаха да се подновяват глъчката се поусили но кавалът още държеше всички в чаруващата си власт
zhetvariat_02_yovkov_0024|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0024.wav|радулов беше подпрел главата си на ръце и по бледен отколкото си беше слушаше за мечтан и за хласнат
zhetvariat_02_yovkov_0025|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0025.wav|до него гроздан стоеше прав и също мълчеше случайно погледът му се спря върху един старец с една ласамичък на страна
zhetvariat_02_yovkov_0026|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0026.wav|той беше дядо петър коконата селският кихая
zhetvariat_02_yovkov_0027|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0027.wav|дядо петре викна му гроздан като му подаваше чаша вино какво си се замислил толгус да не са ти потънали гимиите в морето и аз и пийни какво ще му мислиш
zhetvariat_02_yovkov_0028|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0028.wav|дядо петър пое чашата явно трогнато това внимание
zhetvariat_02_yovkov_0029|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0029.wav|как да не мисля грозио кое време е на димитров ден е пак аз дето се вика и зърно не съм събрал за хака си не дават не дават и то и то
zhetvariat_02_yovkov_0030|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0030.wav|той спичаше та повърне на гроздана и си избърсва устните с ръкава на абата си
zhetvariat_02_yovkov_0031|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0031.wav|не дават и то и то повтори той
zhetvariat_02_yovkov_0033|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0033.wav|дядо петре извика някой отдалеч оплачи се на дружеството дружество не ми трябва мене дружество аз съм сиромах човек
zhetvariat_02_yovkov_0034|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0034.wav|груздане учители ци спогледаха и си засмяха
zhetvariat_02_yovkov_0035|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0035.wav|нечакано кавалът на дамиана поде реченица
zhetvariat_02_yovkov_0036|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0036.wav|невидима ръка сякаш грабна болката от всяка душа и я замени веднага с веселие същото е безгрижно както порано лицата отново се проясниха очите заблещяха глъчката се засили
zhetvariat_02_yovkov_0037|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0037.wav|и заобщо посмешащ е чумакът се изправи провикна се и се приготви да играе направиха му място из полинат се залюля и се заклати тромаво и тежко като мечка ни ръце ни крака го слушаха
zhetvariat_02_yovkov_0038|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0038.wav|при едно малко по голямо усилие да се подхвърли и да приклекне нещо което според намерението му трябваше да излезе много грациозно то изгуби равновесие политна и се строполи като канера върху една маса
zhetvariat_02_yovkov_0039|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0039.wav|избухна смях не можа да се удържи и дамян прехна и той да се смее и кавалът за млъкна
zhetvariat_02_yovkov_0041|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0041.wav|шумът и разваление въздух в кръчмата като че ги отврати и ядоса без да се спират се преминаха по краите с гяха и се изгубиха в отделната стайчка
zhetvariat_02_yovkov_0042|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0042.wav|но чомакът който още не беше се оправил както трябва от падането си съпика съв вълчана догони го сложи тежката си лапа върху рамото му и завика бай вълчане за много години ела тука ела аз черпя
zhetvariat_02_yovkov_0043|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0043.wav|тая мечешка любезност не се хареса на вълчана но нямаше какво да си прави
zhetvariat_02_yovkov_0044|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0044.wav|престорено зарадван той се върна и седна на пейката където чомакът го беше довлякал той продължаваше да го увещава седни тука ха така ти си ми първият чорбаджи ебе бай валчани ти си ми учил на занаят какво ще пиеш вин си ли аз черпя
zhetvariat_02_yovkov_0045|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0045.wav|ще черпиш то се знае каза вълчани глезено по тегли чумак за един яму стак
zhetvariat_02_yovkov_0046|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0046.wav|ще черпиш какво ще правиш димитров дени днес господарите са слуги а слугите господари а чете е холанд бай валчане все ги знаеш ти я вино донес къньо та тъй а днес слугите са слуги а чакай как го каза а господарите господари не не беше тъй
zhetvariat_02_yovkov_0047|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0047.wav|вълчан се размия добродушно с нисходително и пак потегли чомака за дългия му стак
zhetvariat_02_yovkov_0049|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0049.wav|прекарал човек вече слаб и сух с очи дълбоко хладнали форбитите си от което те изглеждаха като на кукумявка той беше инак здрав и държалив ходаше изправен и наперен като петел
zhetvariat_02_yovkov_0050|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0050.wav|рядко той казваше някоя дума без да я придружи с някой жест или особен израз на лицето си
zhetvariat_02_yovkov_0051|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0051.wav|овлечеше ли се пък за да предизвика по голямо внимание и да подчертая това което говореше той имаше обичай да мушка събеседника си да му дърпа ушите да го чука по носа
zhetvariat_02_yovkov_0052|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0052.wav|плюляково знаеха тия чудновати привички на стария чорбаджия и от немай къде ги търпяха
zhetvariat_02_yovkov_0053|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0053.wav|домите на той човек течаха като река с чумака вече той водеше най радушен разговор глъчката наоколо беше голяма и това го караше да вика и по често да мушка чумака в ребрата
zhetvariat_02_yovkov_0054|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0054.wav|говоряха за времето за последните дъждове за новата древа от която овцете ще хванат кръв
zhetvariat_02_yovkov_0055|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0055.wav|станат дума и за пакостите от вълците а от там разговорът премина и върху кучетата
zhetvariat_02_yovkov_0056|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0056.wav|вълчан разказваше а той обичаше да се хвали какви кучета беше имал едно време големи и рунтави като мечки люти и зли като змия на долска порода
zhetvariat_02_yovkov_0057|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0057.wav|и не лаяха дип да речеш мълчат гледат към земята и само очите им светят като въгляни ама видят ли вълк беше право отгоре му и тъй гърди с гърди
zhetvariat_02_yovkov_0058|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0058.wav|и за да покаже това по нагледно той силно блъскаше чума къв гърдите
zhetvariat_02_yovkov_0059|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0059.wav|вълчане
zhetvariat_02_yovkov_0060|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0060.wav|извика високо някои вълчан се обърна
zhetvariat_02_yovkov_0061|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0061.wav|сред кръчмата беше застанал дядо петър един само той още загрижен и сплъчливо лице сред толкова весели хора
zhetvariat_02_yovkov_0062|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0062.wav|бълчани я слушай повтори той
zhetvariat_02_yovkov_0063|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0063.wav|вълчан се обърне и само го изгледа недоволен че прекъснаха разговора му тък му на най хубавото място
zhetvariat_02_yovkov_0065|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0065.wav|вълчан се готвеше отново да продължи разговора си с чумака но предя до петра се изправи гроздан
zhetvariat_02_yovkov_0066|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0066.wav|не е тай бай вълчани намеси се той и макар и да говорише наглед спокойно явно беше че едва задържаше яда си
zhetvariat_02_yovkov_0067|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0067.wav|не е тъй хакът тази година няма да се разхвърля на къща а на декар и право е който има повече и повече ще плати
zhetvariat_02_yovkov_0069|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0069.wav|и той погледна към радулова който загърнат в черната си пелерина слушаше усмихнат
zhetvariat_02_yovkov_0070|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0070.wav|никой не ме учи мене избухна гроздан който е богат ще плаща повече и на кехая и на община и на държава тей знам аз имаш ще платиш имам я имам ама питаш ли ме как съм печелил работил съм работил съм и не съм стоял по кръчмите като тебе
zhetvariat_02_yovkov_0071|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0071.wav|в очите на груздана блеснаха изкрии той пристъпи една крачка напред
zhetvariat_02_yovkov_0073|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0073.wav|кръчмата стана съвсем тихо
zhetvariat_02_yovkov_0074|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0074.wav|всички бяха се обърнали и слушаха вълчан възбуден от собствения си глас отчаяно махаше с ръце срещу груздана и повтаряше кажи де кажи на кого съм изял нещо а
zhetvariat_02_yovkov_0075|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0075.wav|той вече се огледваше победоносно и гордо холанд бай вълчане спокойно се обади някой не викай толкоз никому нищо не си бил изял а двата наполеона от моя хак ни ги ли изяде а моя ямурлук обади се друг пазарлъка ни беше а не ми го даде хайде хайде да не си отварям устата и аз бай вълчане не помниш ли
zhetvariat_02_yovkov_0076|Euthymius/reaper_0806_librivox/wavs/zhetvariat_02_yovkov_0076.wav|той вече не може да довърши боен смях заглоши думите му
